gen_id,candidate_id,knob_M,knob_N,knob_K,knob_tile_m,knob_tile_n,knob_tile_k,knob_wg_x,knob_wg_y,knob_wg_z,knob_subgroup_m_cnt,knob_subgroup_n_cnt,knob_intrinsic_mn,knob_intrinsic_k,knob_subgroup_m,knob_subgroup_n,knob_subgroup_k,to_compile,compile_status,to_benchmark,benchmark_device_id,benchmark_queue_position,benchmark_status,baseline_benchmark_time_us,benchmark_time_us,benchmark_speedup,benchmark_rank_order
1,1,8192,640,640,32,128,32,128,2,1,2,2,16,32,0,0,0,True,True,False,,,False,,,,
2,2,8192,640,640,256,160,64,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://2,1,True,13.7,24.74,1.80622,457
4,3,8192,640,640,128,160,128,128,4,1,4,2,16,32,0,0,0,True,False,False,,,False,,,,
5,4,8192,640,640,256,160,128,128,4,1,4,2,16,32,0,0,0,True,False,False,,,False,,,,
6,5,8192,640,640,128,320,128,128,4,1,4,2,16,32,0,0,0,True,False,False,,,False,,,,
8,6,8192,640,640,128,320,128,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://5,2,True,13.37,15.86,1.18555,146
9,7,8192,640,640,128,32,128,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://6,3,True,13.39,18.07,1.34938,277
10,8,8192,640,640,128,64,128,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://7,4,True,13.43,15.5,1.15434,121
11,9,8192,640,640,128,160,128,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://2,5,True,13.7,15.48,1.12988,97
12,10,8192,640,640,128,128,128,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://6,6,True,13.39,12.35,0.92204,6
44,11,8192,640,640,128,32,64,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://7,7,True,13.43,17.24,1.28431,219
45,12,8192,640,640,128,32,32,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://5,8,True,13.37,15.99,1.19586,153
46,13,8192,640,640,128,32,128,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://2,9,True,13.7,24.78,1.80913,460
47,14,8192,640,640,128,32,64,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://7,10,True,13.43,16.03,1.19399,151
48,15,8192,640,640,128,32,32,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://5,11,True,13.37,17.35,1.29727,230
49,16,8192,640,640,128,64,64,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://6,12,True,13.39,25.42,1.89834,481
50,17,8192,640,640,128,64,32,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://2,13,True,13.7,15.47,1.12903,95
51,18,8192,640,640,128,64,128,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://7,14,True,13.43,18.52,1.37942,304
52,19,8192,640,640,128,64,64,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://6,15,True,13.39,15.04,1.12299,91
53,20,8192,640,640,128,64,32,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://5,16,True,13.37,13.68,1.02314,37
54,21,8192,640,640,128,320,64,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://2,17,True,13.7,18.76,1.36937,293
55,22,8192,640,640,128,160,64,128,4,1,4,2,16,32,0,0,0,True,False,False,,,False,,,,
56,23,8192,640,640,128,128,64,128,4,1,4,2,16,32,0,0,0,True,False,False,,,False,,,,
57,24,8192,640,640,128,320,32,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://7,18,True,13.43,15.08,1.12274,90
58,25,8192,640,640,128,160,32,128,4,1,4,2,16,32,0,0,0,True,False,False,,,False,,,,
59,26,8192,640,640,128,128,32,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://6,19,True,13.39,17.39,1.29884,233
60,27,8192,640,640,128,128,128,128,4,1,4,2,16,32,0,0,0,True,True,True,hip://5,20,True,13.37,15.88,1.18699,147
61,28,8192,640,640,128,320,64,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://2,21,True,13.7,15.73,1.14817,113
62,29,8192,640,640,128,320,32,128,2,1,2,2,16,32,0,0,0,True,True,True,hip://6,22,True,13.39,18.73,1.39896,325
